flowers,fruits,leaves,coreid,accessuri,basisofrecord,class_,continent,country,county,dynamicproperties,eventdate,family,fieldnotes,genus,kingdom,locality,occurrenceremarks,order_,phylum,reproductivecondition,scientificname,specificepithet,stateprovince,geopoint,split,buds,old_flowers,old_fruits,name
0,1,1,1fe31052-0369-4e2a-a695-053145798ef2,https://cdn.plantatlas.org/img/specimens/USF/196204.jpg,preservedspecimen,magnoliopsida,north america,united states,franklin co.,"{""habit"":""Vigorous vine on trees.""}",1987-05-28,hydrangeaceae,,hydrangea,plantae,"along east river cutoff, ca. 6 air mi. n of the town of apalachicola.  t8s, r8w, sec. 1, center.",,cornales,tracheophyta,Immature Fruit,hydrangea barbara,barbara,florida,,val,0,0,1,1fe31052-0369-4e2a-a695-053145798ef2.jpg
0,1,1,23d0e129-8642-49c2-8e73-d263f6740855,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00077/DES00077399_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,kerr,,2008-08-06,cactaceae,,opuntia,plantae,"off hwy 39 w, north fork of the upper guadalupe river.","Ex. University of Florida Herbarium (FLAS), Gainesville. Fl.; Plants sprawling, cladodes perpendicular to ground surface, pads dark gray-green.",caryophyllales,tracheophyta,Fruit,opuntia mackensenii,macrorhiza,texas,"{""lat"": 29.99215, ""lon"": -99.41834}",val,,0,1,23d0e129-8642-49c2-8e73-d263f6740855.jpg
U,U,1,7b1f5264-7296-4935-87db-daf3681bcef5,http://mam.ansp.org/image/CM/Fullsize/018/CM018196.jpg,preservedspecimen,liliopsida,north america,united states,mckean,,1937-09-05,cyperaceae,,carex,plantae,2 mi s of cyclone,,poales,tracheophyta,fr,carex debilis var. rudgei,debilis,pennsylvania,"{""lat"": 41.803307, ""lon"": -78.585858}",val,,U,U,7b1f5264-7296-4935-87db-daf3681bcef5.jpg
U,U,0,11ea53ee-a923-4790-81ca-b973f6d60ef2,http://storage.idigbio.org/mor/aquatic/00070/0070964MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,hamilton,,1965-07-22,haloragaceae,,myriophyllum,plantae,raquette river; south end of long lake.,Collector: R.C.Baim. NYS A8214.,saxifragales,tracheophyta,Flower: N Fruit: N Vegetation: Y Bud: N,myriophyllum tenellum,tenellum,new york,,val,,U,U,11ea53ee-a923-4790-81ca-b973f6d60ef2.jpg
1,0,1,e5cd6ce1-71dc-485a-a658-dbdc831efe0e,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00071/DES00071921_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,mohave,,2008-09-02,malvaceae,,sphaeralcea,plantae,rim of twin springs canyon,,malvales,tracheophyta,Flowering,sphaeralcea parvifolia,parvifolia,arizona,"{""lat"": 36.101270941973546, ""lon"": -113.60699872833791}",val,,1,0,e5cd6ce1-71dc-485a-a658-dbdc831efe0e.jpg
1,0,1,d32383ba-b82f-4842-84a9-9672cd309544,https://intermountainbiota.org/imglib/h_seinet/seinet/KHD/KHD00029/KHD00029156_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coos,,1965-07-26,asteraceae,,solidago,plantae,mt. washington,,asterales,tracheophyta,Flower,solidago cutleri,leiocarpa,new hampshire,"{""lat"": 44.270495, ""lon"": -71.303458}",val,,1,0,d32383ba-b82f-4842-84a9-9672cd309544.jpg
1,1,1,8a5bb719-ab62-4bf2-a5a9-2255a2e6c4b6,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00071/DES00071795_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,2004-07-29,polemoniaceae,,ipomopsis,plantae,"arizona trail, north of little round valley, along highway 67.","Locally common herbaceous perennial, flowers red.",ericales,tracheophyta,flowers,ipomopsis aggregata subsp. formosissima,aggregata,arizona,"{""lat"": 36.52335, ""lon"": -112.14105}",val,0,1,1,8a5bb719-ab62-4bf2-a5a9-2255a2e6c4b6.jpg
1,0,1,7a39ba4c-8a2f-4b85-9d9b-61efd281296e,http://storage.idigbio.org/mor/aquatic/00058/0058485MOR_lg.jpg,preservedspecimen,liliopsida,north america,united states,dupage,,2012-02-09,amaryllidaceae,,galanthus,plantae,"morton arboretum, warrenville grove forest preserve near warrenville, south of butterfield road (route 56) and west of winfield road.","One small colony of the plants were noted and they appeared to have just started to bloom. Observed in bloom on February 9, 2012.",asparagales,tracheophyta,Flower: Y Fruit: N Vegetation: Y Bud: N,galanthus elwesii,elwesii,illinois,,val,,1,0,7a39ba4c-8a2f-4b85-9d9b-61efd281296e.jpg
N,N,N,193d5a10-af6e-4f91-8e98-2279bc000ec1,http://storage.idigbio.org/bry/lichens/BRY-L-0021/BRY-L-0021841_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,sweetwater,,2011-07-07,campanulaceae,,unkown,plantae,"ashley national forest: flaming gorge national recreation area, vicinity of firehole, 1.3 miles east of firehole campground entrance, along usfs rd. no. 106.",Sterile,asterales,tracheophyta,,unknown,,wyoming,"{""lat"": 41.351533, ""lon"": -109.419583}",val,N,N,N,193d5a10-af6e-4f91-8e98-2279bc000ec1.jpg
1,0,1,04c07871-0f17-4bdb-910e-3d641c433695,https://bisque.cyverse.org/image_service/image/00-D2nbQ2ryAW2z5nHH8pbwFM?resize=4000&format=jpeg,preservedspecimen,magnoliopsida,north america,united states,liberty,,,cyrillaceae,,cliftonia,plantae,,,ericales,tracheophyta,,cliftonia monophylla,monophylla,florida,,val,,1,0,04c07871-0f17-4bdb-910e-3d641c433695.jpg
0,0,1,7c6fc106-7e5d-4b20-a76a-bbd212ee5683,https://bisque.cyverse.org/image_service/00-QZHVDpPctMSez2WfhB8ZHF,preservedspecimen,magnoliopsida,north america,united states,knox,,1935-05-30,thymelaeaceae,,dirca,plantae,near s. shore (back of ice-house) of lilly pond.,,malvales,tracheophyta,veg,dirca palustris,palustris,maine,"{""lat"": 44.17711, ""lon"": -69.11515}",val,,0,0,7c6fc106-7e5d-4b20-a76a-bbd212ee5683.jpg
1,1,1,b09eadff-c15b-4a6b-9e97-e8526173f936,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00072/DES00072737_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2008-02-23,boraginaceae,,harpagonella,plantae,spur cross ranch conservation area. vicinity of tortuga/elephant mountain trail junction.,"Annual herb, flowers white. Locally common to Occasional.",boraginales,tracheophyta,in bloom,harpagonella palmeri var. arizonica,palmeri,arizona,"{""lat"": 33.896833, ""lon"": -111.962639}",val,,1,1,b09eadff-c15b-4a6b-9e97-e8526173f936.jpg
U,U,1,d0659f6e-0f0a-4760-a541-46e4ea1ff7ad,https://cdn.plantatlas.org/img/specimens/USF/223995.jpg,preservedspecimen,magnoliopsida,south america,peru,,"{""habit"":""Leaves and spikes prostrate, from a fleshy tuber, blades firm, fleshy, peltate; common.""}",1976-07-04,piperaceae,,peperomia,plantae,loma de pachacamac 25 km se of lima (center).,,piperales,tracheophyta,,peperomia seleri,seleri,lima,,val,,U,U,d0659f6e-0f0a-4760-a541-46e4ea1ff7ad.jpg
1,1,1,37c6742c-dcc6-4774-988b-5818acd8c66b,http://data.huh.harvard.edu/5bbdbb11-a297-4ee9-aa60-8a865943f7c8/image,preservedspecimen,magnoliopsida,north america,united states,gaston county,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,moraceae,,morus,plantae,[data not captured],,rosales,tracheophyta,NotDetermined,morus alba linnaeus,alba,north carolina,,val,,1,1,37c6742c-dcc6-4774-988b-5818acd8c66b.jpg
U,U,1,c508118e-bac1-4e5a-9e3f-7bf4220e317b,https://api.idigbio.org/v2/media/aedf2f94ea0826488d6b0544c4878007?size=fullsize,preservedspecimen,magnoliopsida,north america,united states,douglas,,1983-06-15,crossosomataceae,,glossopetalon,plantae,buckdkin mountain range,,crossosomatales,tracheophyta,Flowering,glossopetalon spinescens var. meionandrum,spinescens,nevada,,val,U,U,U,c508118e-bac1-4e5a-9e3f-7bf4220e317b.jpg
0,0,1,40d75a85-17b8-4ba7-8ecf-653e04961a6e,http://cdn.flmnh.ufl.edu/Herbarium/jpg/016/16143a1.jpg,preservedspecimen,magnoliopsida,north america,united states,monroe,,1940-03-25,celastraceae,,crossopetalum,plantae,,[Inst. info.:] Herbarium. Florida Agricultural Experiment Station.,celastrales,tracheophyta,vegetative,crossopetalum ilicifolium,ilicifolium,florida,,val,,0,0,40d75a85-17b8-4ba7-8ecf-653e04961a6e.jpg
0,1,1,3f9ee764-c70c-4bd3-89d2-826689f972cc,https://cdn.plantatlas.org/img/specimens/USF/132038.jpg,preservedspecimen,magnoliopsida,north america,united states,lee co.,"{""habit"":""A bushy tree 6 m tall; leaves shining above, fruit dull red.""}",1977-03-29,canellaceae,,canella,plantae,"the sanders garden, 403 south road, fort myers.",CULTIVATED.,canellales,tracheophyta,,canella winterana,winterana,florida,,val,0,0,1,3f9ee764-c70c-4bd3-89d2-826689f972cc.jpg
1,0,1,22dff7c3-2874-4cf0-9f29-14f64f679bb1,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00083/DES00083633_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,2017-04-27,cactaceae,,echinocereus,plantae,"grand canyon national park, along bass trail south of junction with royal arch trail.","Sheet 1 of 2.; Uncommon, in shade of juniper, stems 32, flowers 74(l) x 46(w) mm, 67x56 mm, 71x50 mm, 74x50 mm, 69x40 mm, 72x50 mm, 70x50 mm, inner tepal 30x11.5 mm, narrowly oblanceolate, outer tepals red with dark brown-red midstripe, inner tepals light chartreuse-cream proximal 1/2, cream-red distal 1/2, filaments white proximal 7/8, rose distal 1/8, anthers maroon, with light yellow pollen, style cream-light chartreuse, stigma lobes olive green, 10.",caryophyllales,tracheophyta,flowers,echinocereus mojavensis,triglochidiatus,arizona,"{""lat"": 36.191042, ""lon"": -112.373293}",val,,1,0,22dff7c3-2874-4cf0-9f29-14f64f679bb1.jpg
1,1,1,615db5b2-4539-41e3-bb4f-d7abc4f64a60,https://intermountainbiota.org/imglib/h_seinet/seinet/KHD/KHD00015/KHD00015150_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,larimer,,1988-07-09,onagraceae,,epilobium,plantae,rocky mountain national park; moraine park.,Petals deep pink,myrtales,tracheophyta,Flower,epilobium ciliatum,ciliatum,colorado,"{""lat"": 40.353217, ""lon"": -105.591626}",val,,1,1,615db5b2-4539-41e3-bb4f-d7abc4f64a60.jpg
1,0,1,07dc47b2-3f49-4507-bad2-990c3803061d,http://www.pnwherbaria.org/images/jpeg.php?Image=PSM06235.jpg,preservedspecimen,magnoliopsida,,british guiana,,,1953-08-24,cucurbitaceae,,fevillea,plantae,"atkinson field, 1 mi e.","Strong herbaceous climber, leaves medium green in life; flowers monoecious, corolla orange.",cucurbitales,tracheophyta,,ferillea,,,,val,,1,0,07dc47b2-3f49-4507-bad2-990c3803061d.jpg
0,1,1,d7064a14-0d96-4037-a439-417941653166,http://cdn.flmnh.ufl.edu/Herbarium/jpg/065/65033a1.jpg,preservedspecimen,liliopsida,north america,united states,miami-dade,,1953-04-10,pandanaceae,,pandanus,plantae,,,pandanales,tracheophyta,immature fruit,pandanus polycephalus,polycephalus,florida,,val,,0,1,d7064a14-0d96-4037-a439-417941653166.jpg
0,1,1,6093f9bc-c596-4a40-b3d3-86995fcb82f9,https://cdn.plantatlas.org/img/specimens/USF/195417.jpg,preservedspecimen,magnoliopsida,north america,honduras,,"{""habit"":""Arbusto 3 m; fruto verde.""}",1984-01-28,dilleniaceae,,curatella,plantae,"la pure oil, márgenes de la laguna de caratasca, 10 km al s de puerto lempira.",,dilleniales,tracheophyta,Fruit,curatella americana,americana,gracias a dios dept.,,val,,0,1,6093f9bc-c596-4a40-b3d3-86995fcb82f9.jpg
0,1,1,f91ba632-780a-47cb-bc92-c7752a14bca5,https://cdn.plantatlas.org/img/specimens/USF/203074.jpg,preservedspecimen,magnoliopsida,north america,mexico,,"{""habit"":""From a shrub 3 m tall (with more mature fruits) to a tree 5 m tall (with smaller, less mature fruits); fruits light (when more mature) to dark (when less mature) wine red in color.""}",1990-01-13,celastraceae,,wimmeria,plantae,"right on jalisco boundary; reserva biósfera s manantlan; km marker 9 (7 km by road, 3 km by air sw of el terrero) on new dirt road from el sauz to el terrero, 33 km by air nw of colima; cerro grande, steep w side of cerro, a massive limestone plateau 18-50 km nw of colima.",,celastrales,tracheophyta,Flower,wimmeria lanceolata,lanceolata,colima,"{""lat"": 19.4167, ""lon"": -103.961}",val,,0,1,f91ba632-780a-47cb-bc92-c7752a14bca5.jpg
1,0,1,0b8410a0-a260-4e75-948d-0d1fcdc0be00,https://ngpherbaria.org/imglib/seinet/ngph/BHSC/BHSC0060/BHSC0060789_1580314145_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,valley,,2011-06-01,santalaceae,,comandra,plantae,east of anderson road east of timber creek ca. 12 air miles wsw of triple crossing reservoir; ca. 44.5 air miles wsw of fort peck,,santalales,tracheophyta,flowering,comandra umbellata subsp. pallida,umbellata,montana,"{""lat"": 47.914, ""lon"": -107.3641}",val,,1,0,0b8410a0-a260-4e75-948d-0d1fcdc0be00.jpg
1,0,1,a89ec2fc-d984-46b5-8073-31398d8eea6f,http://www.pnwherbaria.org/images/jpeg.php?Image=IDS0005761.jpg,preservedspecimen,magnoliopsida,north america,united states,sutter,,1941-05-29,ranunculaceae,,delphinium,plantae,"lower ridges south of main peaks, marysville buttes, northwest of sutter.","Flowers purple, rarely blue or nearly red.",ranunculales,tracheophyta,flowers,delphinium hansenii,hansenii,california,,val,0,1,0,a89ec2fc-d984-46b5-8073-31398d8eea6f.jpg
0,1,1,329108ba-0fc1-4747-b940-75f5342def9b,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00075/DES00075079_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,yavapai county,,2011-05-15,sapindaceae,,acer,plantae,grapevine canyon approx 4 miles n.w. of mayer.1.64 miles up canyon from trail 4 trailhead starting at end of forest rd 87a.,"Only specimen found along length of the main canyon of the creek. Others have been found in a side canyon.; Tree, 13 m tall, rare.",sapindales,tracheophyta,Fruit,acer grandidentatum,grandidentatum,arizona,"{""lat"": 34.426139, ""lon"": -112.33080600000001}",val,,0,1,329108ba-0fc1-4747-b940-75f5342def9b.jpg
U,U,1,0d90da65-06c2-4319-a569-85f8aa655fff,http://storage.idigbio.org/mor/aquatic/00020/0020125MOR_lg.jpg,preservedspecimen,liliopsida,north america,united states,porter,,1988-05-21,cyperaceae,,carex,plantae,"immediately s of interstate hwy 80-90 & ca 1/4 mi n of county rd. 950n & e of abandoned railway. rich, mesic woods of beech, maple & tuliptree with a groundlayer dominated bytrillium grandiflorum & viola canadensis.",,poales,tracheophyta,Flower: N Fruit: N Vegetation: Y Bud: N,carex careyana,careyana,indiana,,val,,U,U,0d90da65-06c2-4319-a569-85f8aa655fff.jpg
1,1,1,5daaa34f-2df3-4bc5-a3f4-c0aae4767c63,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00077/DES00077332_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino,,2009-04-11,brassicaceae,,lepidium,plantae,"grand canyon national park, main nankoweap camp",,brassicales,tracheophyta,flowering and fruiting,lepidium fremontii,fremontii,arizona,"{""lat"": 36.26608, ""lon"": -111.919064}",val,0,1,1,5daaa34f-2df3-4bc5-a3f4-c0aae4767c63.jpg
1,0,1,d6c20505-ebd7-4748-b9be-6ea818c1c45d,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00086/DES00086052_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2017-03-25,asteraceae,,chaenactis,plantae,"white tank mountain regional park, ne corner of park.",White Tank Mountains Plant Inventory Project; Occasional annual.,asterales,tracheophyta,Flowers,chaenactis carphoclinia,carphoclinia,arizona,"{""lat"": 33.638248, ""lon"": -112.4995}",val,,1,0,d6c20505-ebd7-4748-b9be-6ea818c1c45d.jpg
1,1,1,47634d53-26c6-4fcf-aeac-79d6a4fd8ca7,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00072/DES00072798_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2008-04-04,fabaceae,,acmispon,plantae,"spur cross ranch conservation area. spur cross trail, ca. 0.1 miles north of junction with metate trail.","Prostrate, annual herb; flowers yellow. Locally common to occasional.",fabales,tracheophyta,in bloom,lotus humistratus,brachycarpus,arizona,"{""lat"": 33.892278, ""lon"": -111.954556}",val,,1,1,47634d53-26c6-4fcf-aeac-79d6a4fd8ca7.jpg
0,0,1,e223e163-8302-4aee-87b7-010c180e49b1,https://api.idigbio.org/v2/media/a2388b147f86429d285a707f12f7ee5c,preservedspecimen,magnoliopsida,north america,united states,dolores,,2011-09-11,salicaceae,,populus,plantae,"lone mesa state park, fr 514, .3 mile east of southern entrance; near plateau creek.",,malpighiales,tracheophyta,Sterile,populus angustifolia,angustifolia,colorado,"{""lat"": 37.679967, ""lon"": -108.468683}",val,0,0,0,e223e163-8302-4aee-87b7-010c180e49b1.jpg
0,1,1,c9ee6412-8b8b-42b5-931c-1f7fc2d2df9f,https://bisque.cyverse.org/image_service/image/00-mQSvJMDcf8RQFDHmh9MBv7/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,north america,united states,clarendon county,,1989-05-17,polygonaceae,,rumex,plantae,clarendon,,caryophyllales,tracheophyta,flowering,rumex crispus,crispus,south carolina,,val,,0,1,c9ee6412-8b8b-42b5-931c-1f7fc2d2df9f.jpg
0,1,1,4adba1fe-f4d3-49b3-b704-fa4867b61d3c,http://cdn.flmnh.ufl.edu/Herbarium/jpg/244/244302a1.jpg,preservedspecimen,magnoliopsida,north america,united states,bibb,,2015-07-01,schisandraceae,,illicium,plantae,,"[Voucher note:] Voucher for NSF award 1442280 ""How historical constraints, local adaptation, and species interactions shape biodiversity across an ancient floristic disjunction.""",austrobaileyales,tracheophyta,fruiting,illicium floridanum,floridanum,alabama,"{""lat"": 32.96249, ""lon"": -87.41544}",val,,0,1,4adba1fe-f4d3-49b3-b704-fa4867b61d3c.jpg
1,1,1,2f649740-ada8-4995-b6ec-cafdd45a0e92,http://cdn.flmnh.ufl.edu/Herbarium/jpg/214/214467a1.jpg,preservedspecimen,magnoliopsida,north america,cuba,,,2004-05-25,brunelliaceae,,brunellia,plantae,,,oxalidales,tracheophyta,flowering and fruiting,brunellia comocladifolia,comocladifolia,santiago de cuba,,val,,1,1,2f649740-ada8-4995-b6ec-cafdd45a0e92.jpg
1,1,1,96086006-c725-41dc-9406-4e24a9d49bf9,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00071/DES00071099_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pinal county,,2001-03-11,geraniaceae,,erodium,plantae,"arizona trail, ca 4 miles north of trailhead and tiger mine road, along pipeline road.","Common annual, flowers rose.",geraniales,tracheophyta,Flowers,erodium cicutarium,cicutarium,arizona,"{""lat"": 32.70045, ""lon"": -110.7578}",val,,1,1,96086006-c725-41dc-9406-4e24a9d49bf9.jpg
0,1,1,b113e282-eb29-4ccb-96ec-58f08f390ecd,http://storage.idigbio.org/mor/aquatic/00034/0034952MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,lake,,1986-10-14,anacardiaceae,,rhus,plantae,"growing in well drained soil, in an open, sunny area. located near the north western railroad, north of lake bluff station, opposite e. blodgett ave., lake bluff.","Small tree. Note fusiform trichomes on fruit. Hardin & Phillips, 1985, ASB Bul., vol. 32 no. 3: 99-106.",sapindales,tracheophyta,Flower: N Fruit: Y Vegetation: Y Bud: N,rhus borealis,glabra,illinois,,val,,0,1,b113e282-eb29-4ccb-96ec-58f08f390ecd.jpg
0,1,1,b76c1ee3-50fa-4fca-814c-c21ad78f08ea,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU_Plants/201506/ASU0085627_1434130602_lg.jpg,preservedspecimen,magnoliopsida,north america,bahamas,,,1999-11-20,nyctaginaceae,,guapira,plantae,"cat island, along the west side of the old farm road which starts at the old bight high school and stops at the junction of the main road and the road to the greenwood development.","Tree with immature green fruit, some ripening to a light fuschia-pink color.",caryophyllales,tracheophyta,,guapira obtusata,obtusata,cat island,"{""lat"": 24.226944, ""lon"": -75.365278}",val,0,0,1,b76c1ee3-50fa-4fca-814c-c21ad78f08ea.jpg
0,0,1,379f1605-7360-4cde-b17b-e02ef0e5ba81,http://www.pnwherbaria.org/images/jpeg.php?Image=IDS0025684.jpg,preservedspecimen,magnoliopsida,north america,united states,boone,,1937-06-20,platanaceae,,platanus,plantae,on low frequently inundated spot at edge of large creek.,,proteales,tracheophyta,vegetative,platanus occidentalis,occidentalis,missouri,,val,,0,0,379f1605-7360-4cde-b17b-e02ef0e5ba81.jpg
